image_id,baseline_run_number,extraction_run_number,image_file,caption,model,temperature,timestamp_utc,generation_time_seconds,attempts,csr,raw_output,status,error
test_001,3,3,test_001.png,A tan dog runs through a grassy field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:26:15.115203+00:00,24.098,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['tan']}, {'id': 'e2', 'type': 'field', 'attributes': ['grassy']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e1', 'relation': 'through', 'object': 'e2'}, {'subject': 'e2', 'relation': 'dotted with', 'object': 'e3'}], 'scene': {'location': 'grassy field', 'environment': ['grassy field', 'yellow flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""tan""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""grassy""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e1"",
            ""relation"": ""through"",
            ""object"": ""e2""
        },
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": ""grassy field"",
        ""environment"": [""grassy field"", ""yellow flowers""]
    }
}",success,
test_001,4,1,test_001.png,A brown dog runs across a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:26:40.461637+00:00,25.323,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'contains', 'object': 'e3'}], 'scene': {'location': None, 'environment': ['field', 'flower']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""contains"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""field"", ""flower""]
    }
}",success,
test_001,4,2,test_001.png,A brown dog runs across a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:27:00.156001+00:00,19.685,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'dotted_with', 'object': 'e3'}], 'scene': {'location': 'field', 'environment': ['green field', 'yellow flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted_with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": ""field"",
        ""environment"": [""green field"", ""yellow flowers""]
    }
}",success,
test_001,4,3,test_001.png,A brown dog runs across a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:27:39.956305+00:00,39.791,2,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'dotted_with', 'object': 'e3'}], 'scene': {'location': None, 'environment': ['field', 'flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted_with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""field"", ""flowers""]
    }
}",success,
test_001,5,1,test_001.png,A brown dog runs across a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:28:45.083943+00:00,65.08,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'dotted_with', 'object': 'e3'}, {'subject': 'e1', 'relation': 'across', 'object': 'e2'}], 'scene': {'location': None, 'environment': ['field']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted_with"",
            ""object"": ""e3""
        },
        {
            ""subject"": ""e1"",
            ""relation"": ""across"",
            ""object"": ""e2""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""field""]
    }
}",success,
test_001,5,2,test_001.png,A brown dog runs across a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:29:10.900516+00:00,25.783,2,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'dotted with', 'object': 'e3'}], 'scene': {'location': None, 'environment': ['green field', 'yellow flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""green field"", ""yellow flowers""]
    }
}",success,
test_001,5,3,test_001.png,A brown dog runs across a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:30:26.880048+00:00,75.965,2,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'dotted with', 'object': 'e3'}], 'scene': {'location': 'field', 'environment': ['green field', 'yellow flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": ""field"",
        ""environment"": [""green field"", ""yellow flowers""]
    }
}",success,
test_001,6,1,test_001.png,A brown dog runs through a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:30:52.267621+00:00,25.374,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': None}], 'relations': [{'subject': 'e1', 'relation': 'through', 'object': 'e2'}, {'subject': 'e2', 'relation': 'dotted_with', 'object': 'e3'}], 'scene': {'location': None, 'environment': ['field', 'flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": null
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e1"",
            ""relation"": ""through"",
            ""object"": ""e2""
        },
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted_with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""field"", ""flowers""]
    }
}",success,
test_001,6,2,test_001.png,A brown dog runs through a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:31:55.316433+00:00,63.038,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': None}], 'relations': [{'subject': 'e1', 'relation': 'through', 'object': 'e2'}, {'subject': 'e2', 'relation': 'dotted_with', 'object': 'e3'}], 'scene': {'location': None, 'environment': ['green field', 'yellow flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": null
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e1"",
            ""relation"": ""through"",
            ""object"": ""e2""
        },
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted_with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""green field"", ""yellow flowers""]
    }
}",success,
test_001,6,3,test_001.png,A brown dog runs through a green field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:32:43.374119+00:00,48.054,2,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['brown']}, {'id': 'e2', 'type': 'field', 'attributes': ['green']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'contains', 'object': 'e3'}], 'scene': {'location': None, 'environment': ['field', 'flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""brown""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""green""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""contains"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""field"", ""flowers""]
    }
}",success,
test_001,7,1,test_001.png,A tan dog runs through a grassy field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:33:30.784839+00:00,47.398,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['tan']}, {'id': 'e2', 'type': 'field', 'attributes': ['grassy']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'dotted_with', 'object': 'e3'}], 'scene': {'location': None, 'environment': ['grassy field', 'yellow flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""tan""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""grassy""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted_with"",
            ""object"": ""e3""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""grassy field"", ""yellow flowers""]
    }
}",success,
test_001,7,2,test_001.png,A tan dog runs through a grassy field dotted with yellow flowers.,nvidia/nemotron-3-ultra-550b-a55b:free,0.0,2026-09-04T06:34:05.101275+00:00,34.312,1,"{'entities': [{'id': 'e1', 'type': 'dog', 'attributes': ['tan']}, {'id': 'e2', 'type': 'field', 'attributes': ['grassy']}, {'id': 'e3', 'type': 'flower', 'attributes': ['yellow']}], 'actions': [{'subject': 'e1', 'action': 'run', 'object': 'e2'}], 'relations': [{'subject': 'e2', 'relation': 'dotted_with', 'object': 'e3'}, {'subject': 'e1', 'relation': 'in', 'object': 'e2'}], 'scene': {'location': None, 'environment': ['grassy field', 'yellow flowers']}}","{
    ""entities"": [
        {
            ""id"": ""e1"",
            ""type"": ""dog"",
            ""attributes"": [""tan""]
        },
        {
            ""id"": ""e2"",
            ""type"": ""field"",
            ""attributes"": [""grassy""]
        },
        {
            ""id"": ""e3"",
            ""type"": ""flower"",
            ""attributes"": [""yellow""]
        }
    ],
    ""actions"": [
        {
            ""subject"": ""e1"",
            ""action"": ""run"",
            ""object"": ""e2""
        }
    ],
    ""relations"": [
        {
            ""subject"": ""e2"",
            ""relation"": ""dotted_with"",
            ""object"": ""e3""
        },
        {
            ""subject"": ""e1"",
            ""relation"": ""in"",
            ""object"": ""e2""
        }
    ],
    ""scene"": {
        ""location"": null,
        ""environment"": [""grassy field"", ""yellow flowers""]
    }
}",success,
